words	pos	ner
['I', 'love', 'seeing', 'the', 'change', 'in', 'Sarah', 'when', 'she', 'works', 'out', '.', 'Before', 'hand', 'she', 'is', 'so', 'sweet', 'and', 'smiley', 'then', 'she', 'goes', 'into', 'the', 'workout', 'and', 'you', 'just', 'see', 'that', 'dead', 'serious', 'lazer', 'focus', '.', 'She', 'inspires', 'me', 'everyday', 'x']	['PRP', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'NN', 'WRB', 'PRP', 'VBZ', 'RP', '.', 'IN', 'NN', 'PRP', 'VBZ', 'RB', 'JJ', 'CC', 'JJ', 'RB', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'CC', 'PRP', 'RB', 'VB', 'IN', 'JJ', 'JJ', 'NN', 'NN', '.', 'PRP', 'VBZ', 'PRP', 'JJ', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Is', 'that', '""', 'prick', '""', 'they', 'keep', 'saying', 'an', 'Uncharted', '4', 'enemy', 'reference', '?', 'Lmao']"	['VBZ', 'IN', 'NNP', 'VBP', 'NN', 'PRP', 'VBP', 'VBG', 'DT', 'JJ', 'CD', 'NN', 'NN', '.', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O']
['Ripley', 'and', 'Bishop', 'back', 'at', 'it', 'again', '!']	['NNP', 'CC', 'NNP', 'RB', 'IN', 'PRP', 'RB', '.']	['B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']
['Was', 'mason', 'playing', 'catcher', 'the', '3', 'rd', 'game']	['NNP', 'NN', 'VBG', 'JJR', 'DT', 'CD', 'NN', 'NN']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']
['30', ',', '000', 'TNT', 'v', '.', 's', '.', '300', 'Cheese']	['CD', ',', 'CD', 'NNP', 'NN', '.', 'NN', '.', 'CD', 'JJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Looks', 'awfully', 'weird', 'and', 'it', ""'"", 's', 'not', 'break', 'imo']"	"['NNP', 'RB', 'JJ', 'CC', 'PRP', ""''"", 'VBZ', 'RB', 'JJ', 'NN']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Skhumba', 'my', 'brother', 'we', 'will', 'miss', 'your', 'jokes', ',', 'You', 'are', 'the', 'best', 'comedian', 'in', 'Mzansi', 'I', 'tell', 'you', 'now', 'and', 'good', 'luck', '.', 'Mara', 'Kgomotso', 'o', 'na', 'le', 'that', '""', 'THING', '""', '.', '.', '.']"	['NNP', 'PRP$', 'NN', 'PRP', 'MD', 'VB', 'PRP$', 'NNS', ',', 'PRP', 'VBP', 'DT', 'JJS', 'NN', 'IN', 'NNP', 'PRP', 'VBP', 'PRP', 'RB', 'CC', 'JJ', 'NN', '.', 'NNP', 'NNP', 'MD', 'VB', 'NN', 'IN', 'JJ', 'NNP', 'NN', '.', '.', '.']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['came', 'third', ':', 'D']	['VBD', 'JJ', ':', 'NN']	['O', 'O', 'O', 'O']
['thats', 'not', 'break', 'dancinG', '!', '!', '!', 'thats', 'just', 'flexing', 'his', 'body', '-', '_', '-']	['NNS', 'RB', 'VB', 'NN', '.', '.', '.', 'NNS', 'RB', 'VBG', 'PRP$', 'NN', ':', 'SYM', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['31', ':', '12', 'Cue', 'The', 'Lonely', 'Island']	['CD', ':', 'CD', 'NNP', 'DT', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group']
['this', 'just', 'feels', 'like', 'a', 'watered', 'down', 'version', 'of', 'jackbox']	['DT', 'RB', 'NNS', 'IN', 'DT', 'VBN', 'IN', 'NN', 'IN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product']
"['Lena', 'Dunham', 'directed', 'this', 'right', '!', '?', 'freaking', 'sweet', '!', 'did', 'n', ""'"", 't', 'she', 'rape', 'her', 'sister', '?', 'cool', '.', 'enjoy', 'your', 'pedo', 'pop']"	"['NNP', 'NNP', 'VBD', 'DT', 'NN', '.', '.', 'VBG', 'NN', '.', 'VBD', 'JJ', ""''"", 'NN', 'PRP', 'VBZ', 'PRP$', 'NN', '.', 'NN', '.', 'VB', 'PRP$', 'NNS', 'VBP']"	['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Booing', 'Roger', 'Goodell', 'is', 'the', 'worst', 'tradition', 'in', 'sports', 'history', '.', 'It', 'just', 'has', 'no', 'point', 'at', 'all', '.']	['NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNS', 'NN', '.', 'PRP', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'DT', '.']	['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Nintendo', 'plus', 'is', 'not', 'a', 'thing', ',', 'at', 'least', 'not', 'as', 'it', 'is', 'shown', 'in', 'this', 'video', '.']	['NNP', 'CC', 'VBZ', 'RB', 'DT', 'NN', ',', 'IN', 'JJS', 'RB', 'IN', 'PRP', 'VBZ', 'VBN', 'IN', 'DT', 'NN', '.']	['B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Crazy', 'Skills', 'Very', 'Nice', '.', '.', 'If', 'They', 'Make', 'another', 'Hitman', 'Movie', 'You', 'have', 'my', 'vote', 'for', 'the', 'lead', '.', 'role', '.', '.']	['NNP', 'NNP', 'NNP', 'NNP', '.', '.', 'IN', 'PRP', 'VBP', 'DT', 'NNP', 'NNP', 'PRP', 'VBP', 'PRP$', 'NN', 'IN', 'DT', 'NN', '.', 'NN', '.', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'really', 'want', 'she', 'to', 'tell', 'brad', 'that', 'she', 'is', 'pregnant']	['PRP', 'RB', 'VBP', 'PRP', 'TO', 'VB', 'NN', 'IN', 'PRP', 'VBZ', 'JJ']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']
['could', 'you', 'make', 'Boo', 'from', 'monster', 'Inc', ':', ')']	['MD', 'PRP', 'VB', 'NNP', 'IN', 'NN', 'NNP', ':', ')']	['O', 'O', 'O', 'B-person', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O']
['I', 'am', 'not', 'an', 'atheist', 'I', 'believe', 'in', 'god', 'but', 'these', 'comments', 'are', 'funny', 'this', 'song', 'has', 'nothing', 'to', 'do', 'with', 'god', 'it', 'has', 'to', 'do', 'with', 'finding', 'you']	['PRP', 'VBP', 'RB', 'DT', 'NN', 'PRP', 'VBP', 'IN', 'NN', 'CC', 'DT', 'NNS', 'VBP', 'JJ', 'DT', 'NN', 'VBZ', 'NN', 'TO', 'VB', 'IN', 'NN', 'PRP', 'VBZ', 'TO', 'VB', 'IN', 'NN', 'PRP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Welp', 'that', ""'"", 's', 'that', 'then', '.', '.', '.', 'Ryan', 'does', 'words', 'good', '.', '.', '.', '.']"	"['IN', 'DT', ""''"", 'NN', 'IN', 'RB', '.', '.', '.', 'NN', 'VBZ', 'NNS', 'JJ', '.', '.', '.', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Gosh', 'goosebumps', 'all', 'over', 'my', 'body', 'the', 'moment', 'he', 'starts', 'playing', 'xD']	['NNP', 'NNS', 'DT', 'IN', 'PRP$', 'NN', 'DT', 'NN', 'PRP', 'VBZ', 'VBG', 'NNS']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['is', 'it', 'just', 'me', 'or', 'is', 'mickey', 'mouse', ""'"", 's', 'voice', 'scary']"	['VBZ', 'PRP', 'RB', 'PRP', 'CC', 'VBZ', 'JJ', 'NN', 'POS', 'JJ', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']
['My', 'WiFi', 'name', 'for', 'a', 'long', 'time', 'was', 'getoffmyWiFi', '.', 'And', 'the', 'password', 'was', 'thepassionatecerealkiller', '.', 'This', 'is', 'what', 'happens', 'when', 'my', 'soster', 'gets', 'to', 'choose', 'the', 'WiFi', 'name', 'and', 'password', '.']	['PRP$', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBD', 'VBN', '.', 'CC', 'DT', 'NN', 'VBD', 'RB', '.', 'DT', 'VBZ', 'WP', 'VBZ', 'WRB', 'PRP$', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NNP', 'NN', 'CC', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Shoulve', 'patent', 'it']	['NNP', 'NN', 'PRP']	['O', 'O', 'O']
['Nice', 'shooting', ',', 'Tex', '!', '!', '!']	['NNP', 'NN', ',', 'NNP', '.', '.', '.']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O']
['I', 'live', 'in', 'Wellington']	['PRP', 'VBP', 'IN', 'NNP']	['O', 'O', 'O', 'B-location']
['so', 'funny', 'u', 'had', 'to', 'pay', 'so', 'much', 'and', 'i', 'got', 'a', 'card', 'to', 'bring', '4', 'ppl', 'with', 'me', 'FOR', 'FREE']	['RB', 'JJ', 'NN', 'VBD', 'TO', 'VB', 'RB', 'JJ', 'CC', 'JJ', 'VBD', 'DT', 'NN', 'TO', 'VB', 'CD', 'NN', 'IN', 'PRP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Wizards', 'just', 'channeled', 'their', 'inner', 'GS', 'to', 'blow', 'a', '20', 'point', 'lead']	['NNS', 'RB', 'VBD', 'PRP$', 'JJ', 'NNP', 'TO', 'VB', 'DT', 'CD', 'NN', 'NN']	['B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Hats', 'off', 'to', 'Nick', 'for', 'his', 'love', 'frequency', ',', 'positivity', 'and', 'truth', '.']	['NNS', 'VBP', 'TO', 'NNP', 'IN', 'PRP$', 'NN', 'NN', ',', 'NN', 'CC', 'NN', '.']	['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['messi', 'watching', 'this', 'game', 'tv', '.']	['NN', 'VBG', 'DT', 'NN', 'NN', '.']	['B-person', 'O', 'O', 'O', 'O', 'O']
['We', 'are', 'proud', 'of', 'you', 'Grace', 'gal', 'Mahary', '.']	['PRP', 'VBP', 'JJ', 'IN', 'PRP', 'NNP', 'JJ', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O']
['Eww', 'you', 'guys', 'are', 'gross', 'you', 'made', 'me', 'throw', 'up']	['NNP', 'PRP', 'NNS', 'VBP', 'JJ', 'PRP', 'VBD', 'PRP', 'VB', 'RP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'Do', 'you', 'think', 'that', 'teens', 'thought', 'Chik-', 'Fil-', 'A', 'was', 'lit', '?', '""', '""', 'I', 'mean', ',', 'it', 'depends', 'on', 'how', 'lit', 'homophobia', 'is', '.', '""']"	['NNS', 'VBP', 'PRP', 'VB', 'IN', 'NNS', 'VBD', 'NNP', 'NNP', 'NNP', 'VBD', 'VBN', '.', 'JJ', 'NN', 'PRP', 'VBP', ',', 'PRP', 'VBZ', 'IN', 'WRB', 'JJ', 'NN', 'VBZ', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Funny', 'video', '!']	['NNP', 'NN', '.']	['O', 'O', 'O']
['Jamaica', 'is', 'a', 'stupid', 'idiot']	['NNP', 'VBZ', 'DT', 'JJ', 'NN']	['B-location', 'O', 'O', 'O', 'O']
['#', 'Colbert', '4', 'President']	['#', 'NNP', 'CD', 'NNP']	['O', 'B-person', 'O', 'O']
['Dis', 'video', 'have', 'mi', 'cracking', 'up', '.']	['NNP', 'NN', 'VBP', 'VBN', 'VBG', 'RP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['You', 'will', 'forever', 'be', 'my', 'President', '.', 'So', 'inspiring', '!']	['PRP', 'MD', 'RB', 'VB', 'PRP$', 'NNP', '.', 'NNP', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['He', 'looks', 'like', 'raggedydan']	['PRP', 'VBZ', 'IN', 'NN']	['O', 'O', 'O', 'B-person']
['When', 'you', 'get', 'a', 'D-', 'Teammate', 'Grade', 'after', 'playing', '3', 'minutes', 'in', 'pro', 'am', '.']	['WRB', 'PRP', 'VBP', 'DT', 'JJ', 'NNP', 'NNP', 'IN', 'VBG', 'CD', 'NNS', 'IN', 'JJ', 'VBP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']
"['I', ""'"", 'm', 'Jaime', 'Rivera', 'and', 'you', ""'"", 're', 'watching', 'Disnney', 'Channel']"	"['PRP', ""''"", 'JJ', 'NNP', 'NNP', 'CC', 'PRP', ""''"", 'JJ', 'VBG', 'NNP', 'NNP']"	['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product']
['that', 'EL', 'is', 'disturbing', 'me', '!']	['DT', 'NNP', 'VBZ', 'VBG', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O']
"['Where', 'is', 'smit', '7', 'y', ""'"", 's', 'face', '?']"	"['WRB', 'VBZ', 'JJ', 'CD', 'NN', ""''"", 'JJ', 'NN', '.']"	['O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O']
"['Snap', ',', 'who', 'is', 'that', 'lady', 'at', '7', ':', '07', '?', 'Hot', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'And', 'no', ',', 'I', ""'"", 'm', 'not', 'talking', 'about', 'the', 'two', 'fat', 'chicks', '.']"	"['NNP', ',', 'WP', 'VBZ', 'IN', 'NN', 'IN', 'CD', ':', 'CD', '.', 'NNP', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'CC', 'DT', ',', 'PRP', ""''"", 'NN', 'RB', 'VBG', 'IN', 'DT', 'CD', 'JJ', 'NNS', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['James', 'looks', 'like', 'an', 'even', 'sexier', 'Wolverine', '.']	['NNP', 'VBZ', 'IN', 'DT', 'RB', 'JJR', 'NNP', '.']	['B-person', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']
['My', 'boy', 'iDubbbz']	['PRP$', 'NN', 'NN']	['O', 'O', 'B-person']
['the', 'biggest', 'ship', 'on', 'Earth', 'is', 'the', 'Queen', 'Mary', '2', 'and', 'plz', 'go', 'on', 'it', 'please', 'ð\x9f\x98\x80', 'ð\x9f\x98\x80']	['DT', 'JJS', 'NN', 'IN', 'NNP', 'VBZ', 'DT', 'NNP', 'NNP', 'CD', 'CC', 'NNS', 'VBP', 'IN', 'PRP', 'VB', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['I', 'like', 'this', 'version', 'of', 'hanamura']	['PRP', 'VBP', 'DT', 'NN', 'IN', 'NN']	['O', 'O', 'O', 'O', 'O', 'B-product']
['You', 'Sholder', 'not', 'swear', 'IT', 'IS', 'BAD']	['PRP', 'VBP', 'RB', 'VB', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
['Elba', 'is', 'such', 'a', 'badass', 'dude']	['NNP', 'VBZ', 'JJ', 'DT', 'NN', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'O']
['Preston', 'Do', 'an', 'overwatch', 'hide', 'n', 'seek']	['NNP', 'NNP', 'DT', 'NN', 'NN', 'IN', 'NN']	['B-person', 'O', 'O', 'B-creative-work', 'O', 'O', 'O']
['bwoi', 'Shakera', 'thick', 'nuh', 'raas', '.', '.', '.', 'I', 'woulda', 'Nyam', 'out', 'har', 'sweet', 'phat', 'Pussy', 'Left', ',', 'Right', '&', 'Centa', '!', '!', '!', '!', '!', '!', '!']	['NN', 'NNP', 'NN', 'NN', 'NN', '.', '.', '.', 'PRP', 'VBP', 'PRP', 'RP', 'JJ', 'JJ', 'WP', 'NNP', 'NNP', ',', 'NNP', 'CC', 'NNP', '.', '.', '.', '.', '.', '.', '.']	['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Does', 'anyone', 'know', 'the', 'song', 'at', 'the', 'end', '?']	['NNP', 'NN', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['soooo', '.', '.', '.', 'cricket', 'is', 'only', 'thing', 'i', 'could', 'relate', 'to', 'coz', 'i', 'm', 'poor', 'and', 'i', 'dont', 'even', 'give', 'a', 'fuck', 'bout', 'cricket', 'but', 'i', 'know', 'it', 'as', 'i', 'live', 'in', 'india', '.', '.', '.', 'likes', 'for', 'the', 'poor', 'brown', 'guy', 'here']	['NN', '.', '.', '.', 'NN', 'VBZ', 'RB', 'NN', 'NN', 'MD', 'VB', 'TO', 'VB', 'JJ', 'NN', 'JJ', 'CC', 'JJ', 'NN', 'RB', 'VB', 'DT', 'NN', 'NN', 'NN', 'CC', 'NN', 'VBP', 'PRP', 'IN', 'JJ', 'VBP', 'IN', 'NN', '.', '.', '.', 'NNS', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'RB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Heh', 'heh', ',', 'she', 'said', '""', 'pulling', 'a', 'load', '""', '.']"	['NNP', 'NN', ',', 'PRP', 'VBD', 'JJ', 'VBG', 'DT', 'NN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['De', 'tailler', 'must', 'know', 'about', 'it', '.', 'Big', 'time', 'Thief', '.']	['NNP', 'NN', 'MD', 'VB', 'IN', 'PRP', '.', 'JJ', 'NN', 'NN', '.']	['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['My', 'dream', 'is', 'to', 'become', 'a', 'successful', 'female', 'hip', 'hop', 'artist', '.', 'CHECK', 'MY', 'CHANNEL', '!', '!', 'Feel', 'free', 'to', 'leave', 'feedback', ',', 'constructive', 'criticism', ',', 'or', 'let', 'me', 'know', 'anything', 'I', 'can', 'do', 'to', 'get', 'better', '.']	['PRP$', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'NN', 'NN', '.', 'VB', 'NNP', 'NNP', '.', '.', 'NNP', 'JJ', 'TO', 'VB', 'NN', ',', 'JJ', 'NN', ',', 'CC', 'VB', 'PRP', 'VB', 'NN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'JJR', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Does', 'it', 'work', 'on', '5', 'c']	['VBZ', 'PRP', 'VB', 'IN', 'CD', 'NNS']	['O', 'O', 'O', 'O', 'B-product', 'I-product']
['Does', 'anyone', 'know', 'the', 'brand', 'n', 'style', 'name', 'of', 'the', 'sunglasses', 'chloe', 'is', 'wearing', 'at', '3', ':', '33']	['NNP', 'NN', 'VB', 'DT', 'NN', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NNS', 'NN', 'VBZ', 'VBG', 'IN', 'CD', ':', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']
['Momentz', 'we', 'have', 'to', 'cherish', 'man']	['NNP', 'PRP', 'VBP', 'TO', 'VB', 'NN']	['O', 'O', 'O', 'O', 'O', 'O']
['Fake', 'as', 'fuck', 'man', 'this', 'acting', 'is', 'fucking', 'shit']	['NNP', 'IN', 'JJ', 'NN', 'DT', 'NN', 'VBZ', 'VBG', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Princeboss', 'is', 'my', 'username', 'do', 'it', 'pls']	['NN', 'VBZ', 'PRP$', 'JJ', 'VBP', 'PRP', 'VB']	['B-person', 'O', 'O', 'O', 'O', 'O', 'O']
['So', ',', 'Hela', 'wants', 'them', 'not', 'to', 'have', 'a', 'dark', 'lord', ',', 'but', 'to', 'have', 'a', 'queen', ',', 'not', 'dark', 'but', 'beautiful', 'and', 'terrible', 'as', 'the', 'dawn', '.', '.', '.', 'Treacherous', 'as', 'the', 'sea', '.', '.', '.', 'Stronger', 'than', 'the', 'foundations', 'of', 'the', 'earth', '.', '.', '.']	['RB', ',', 'NNP', 'VBZ', 'PRP', 'RB', 'TO', 'VB', 'DT', 'NN', 'NN', ',', 'CC', 'TO', 'VB', 'DT', 'NN', ',', 'RB', 'JJ', 'CC', 'JJ', 'CC', 'JJ', 'IN', 'DT', 'NN', '.', '.', '.', 'JJ', 'IN', 'DT', 'NN', '.', '.', '.', 'JJR', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', '.', '.', '.']	['O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Apple', 'products', 'should', 'be', 'cheap', 'af', ',', 'if', 'this', 'is', 'what', 'workers', 'get', 'paid', '&', 'endure', ',', 'but', 'instead', 'they', ""'"", 're', 'expensive']"	"['NNP', 'NNS', 'MD', 'VB', 'JJ', 'NN', ',', 'IN', 'DT', 'VBZ', 'WP', 'NNS', 'VBP', 'VBN', 'CC', 'NN', ',', 'CC', 'RB', 'PRP', ""''"", 'VBP', 'JJ']"	['B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Sensacional', '!', '!', 'But', ',', 'what', 'happens', 'later', 'when', 'the', 'phone', 'is', 'turned', 'on', 'again', '?']	['JJ', '.', '.', 'CC', ',', 'WP', 'VBZ', 'RB', 'WRB', 'DT', 'NN', 'VBZ', 'VBN', 'IN', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['WE', 'DID', 'IT', 'REDDIT', '!']	['MD', 'VB', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'B-group', 'O']
"['When', 'he', 'was', 'being', 'chased', 'by', 'the', 'black', 'goop', 'things', 'I', 'was', 'sitting', 'there', 'like', ',', '""', 'daSI', 'RUN', 'RUN', 'RUN', '""', 'It', ""'"", 's', 'from', 'a', 'K-Pop', 'band', 'called', 'BTS', 'you', 'should', 'check', 'them', 'out', 'ok', 'then', ""'"", 'll', 'be', 'going']"	"['WRB', 'PRP', 'VBD', 'VBG', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'NNS', 'PRP', 'VBD', 'VBG', 'RB', 'IN', ',', 'NNP', 'VBZ', 'NNP', 'NNP', 'NNP', 'VBD', 'PRP', ""''"", 'NN', 'IN', 'DT', 'NNP', 'NN', 'VBN', 'NNP', 'PRP', 'MD', 'VB', 'PRP', 'RP', 'RB', 'RB', ""''"", 'NN', 'VB', 'VBG']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['https', ':', '/', '/', 'wn', '.', 'nr', '/', 'hSrCCL', '<', '<', '<', 'MASSIVE', 'GIVEAWAY']	['NN', ':', 'JJ', 'NNP', 'NN', '.', 'JJ', 'JJ', 'NN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['They', 'would', 'have', 'to', 'pay', 'me', 'to', 'climb', 'that', 'many', 'steps', 'just', 'to', 'get', 'a', 'view', '.', 'Me', '+', 'helicopter', '=', 'Much', 'easier', '.']	['PRP', 'MD', 'VB', 'TO', 'VB', 'PRP', 'TO', 'VB', 'IN', 'JJ', 'NNS', 'RB', 'TO', 'VB', 'DT', 'NN', '.', 'NNP', 'JJ', 'NN', 'RB', 'RB', 'JJR', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
