words	pos	ner
"['RT', '@rockerfuckerak', ':', 'What', ""'s"", 'done', 'is', 'done', ',', 'Just', 'leave', 'it', 'alone', ',', 'and', 'do', ""n't"", 'regret', '.', 'Sometimes', 'somethings', 'turn', 'in-to', 'dumb', 'things', '.', 'And', 'that', ""'s"", 'when', '...']"	['NNP', 'NN', ':', 'WP', 'VBZ', 'VBN', 'VBZ', 'VBN', ',', 'NNP', 'VBP', 'PRP', 'RB', ',', 'CC', 'VBP', 'RB', 'VB', '.', 'NNP', 'JJ', 'NN', 'JJ', 'JJ', 'NNS', '.', 'CC', 'DT', 'VBZ', 'WRB', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@ShelAndPushPlay', 'Yeah', 'man', ',', 'u', 'got', 'it', '.', 'It', ""'s"", 'only', 'a', 'matter', 'of', 'time', '.']"	['NN', 'NNP', 'NN', ',', 'JJ', 'VBD', 'PRP', '.', 'PRP', 'VBZ', 'RB', 'DT', 'NN', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@jaredleto', '...', 'ive', 'been', 'to', '13', '30stm', 'concerts', 'now', 'and', 'you', 'never', 'got', 'me', 'on', 'stage', 'during/before', 'kings', 'and', 'queens', ':(', '((']	['NN', ':', 'JJ', 'VBN', 'TO', 'CD', 'CD', 'NNS', 'RB', 'CC', 'PRP', 'RB', 'VBD', 'PRP', 'IN', 'NN', 'NN', 'NNS', 'CC', 'NNS', 'VBP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O']
"['Reduced', 'Sodium', 'labels', 'may', 'only', 'have', '25%', 'less', 'sodium', 'than', 'the', 'original', '..', 'go', 'for', '""', 'Low', 'Sodium', '""', 'labels', 'which', 'have', 'no', 'more', 'than', '140', 'mg', 'per', 'serving']"	['NNP', 'NNP', 'NNS', 'MD', 'RB', 'VB', 'CD', 'JJR', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'NNP', 'NNS', 'WDT', 'VBP', 'DT', 'JJR', 'IN', 'CD', 'NNS', 'IN', 'VBG']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Power', 'nap', '.', 'I', 'need', 'it', '.', 'Its', 'been', 'a', 'stressful', 'week', '.', 'I', ""'m"", 'excited', 'for', 'xmas', ',', 'haha', '.', 'Goodnight', '.', ':)']"	['NNP', 'NN', '.', 'PRP', 'VBP', 'PRP', '.', 'PRP$', 'VBN', 'DT', 'JJ', 'NN', '.', 'PRP', 'VBP', 'JJ', 'IN', 'NN', ',', 'NN', '.', 'NNP', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['today', 'just', 'does', ""n't"", 'feel', 'like', 'a', 'Friday']"	['NN', 'RB', 'VBZ', 'RB', 'VB', 'IN', 'DT', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['HA', '!', 'RT', '@ew32766', 'I', 'love', 'it', 'when', 'my', 'mom', 'posts', 'status', 'updates', 'on', 'FB', ',', 'they', 'are', 'usually', 'personal', 'messages', 'she', 'meant', '2write', 'on', 'someone', ""'s"", 'wall', '.', ';)']"	['NN', '.', 'NNP', 'NNP', 'PRP', 'VBP', 'PRP', 'WRB', 'PRP$', 'NN', 'NNS', 'NN', 'VBZ', 'IN', 'NNP', ',', 'PRP', 'VBP', 'RB', 'JJ', 'NNS', 'PRP', 'VBD', 'CD', 'IN', 'NN', 'POS', 'NN', '.', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Awesome', 'tennis', 'practice', 'today~', 'So', 'happy', 'to', 'play', 'again', ':)']	['NNP', 'NN', 'NN', 'NN', 'RB', 'JJ', 'TO', 'VB', 'RB', 'JJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dollar', 'steady', 'versus', 'yen', 'but', 'market', 'wary', 'of', 'intervention', '|', 'Money', '...:', 'The', 'dollar', 'held', 'near', 'its', 'highest', 'in', 'a', 'month', '...', 'http://bit.ly/a0F3dO']	['NNP', 'JJ', 'NN', 'NNS', 'CC', 'NN', 'NN', 'IN', 'NN', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'VBD', 'IN', 'PRP$', 'JJS', 'IN', 'DT', 'NN', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Knowing', 'that', 'I', 'have', 'people', 'who', 'love', 'me', 'and', 'I', 'love', 'them', 'back', 'makes', 'my', 'day']	['VBG', 'IN', 'PRP', 'VBP', 'NNS', 'WP', 'VBP', 'PRP', 'CC', 'PRP', 'VBP', 'PRP', 'RB', 'VBZ', 'PRP$', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@DrHubaEvaluator', 'Not', 'long', 'ago', 'I', 'responded', 'to', 'a', 'angry', 'cardiologist', 'whom', 'I', 'have', 'known', 'yrs', '.', 'when', 'he', 'spit', 'venom', 'to', 'the', 'newspaper', 'but', 'I', 'did', 'it', '+']	['NN', 'RB', 'RB', 'RB', 'PRP', 'VBD', 'TO', 'DT', 'JJ', 'NN', 'WP', 'PRP', 'VBP', 'VBN', 'NNS', '.', 'WRB', 'PRP', 'VBD', 'NN', 'TO', 'DT', 'NN', 'CC', 'PRP', 'VBD', 'PRP', 'VB']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['fckn', 'emily', 'rodriguez', 'did', ""n't"", 'bring', 'my', 'cookies', 'today', '!!', 'lil', 'brat', '.']"	['JJ', 'RB', 'NN', 'VBD', 'RB', 'VB', 'PRP$', 'NNS', 'NN', 'VBP', 'JJ', 'NN', '.']	['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@hdscc', 'Yo', 'Man', ',', 'just', 'won', '$1000', 'tonight', '.', '100%', 'Bonus', ',', 'Bonus', 'Code', ':', 'win2bet', '!', 'Fantastic', 'Place', 'to', 'Play', 'http://bit.ly/aoDEls?=njq4']	['JJ', 'NNP', 'NNP', ',', 'RB', 'VBD', 'CD', 'NN', '.', 'CD', 'NNP', ',', 'NNP', 'NNP', ':', 'NN', '.', 'JJ', 'NN', 'TO', 'VB', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['RT', '@mrdaveyd', ':', 'PG&lt;E', 'donated', '35G', 'to', 'state', 'committe', 'chairman', 'investigating', 'them', '1day', 'after', 'explosion', 'in', '#sanBrunofire', '-Who', 'is', 'still', 'defendi', '...']	['NNP', 'NN', ':', 'NNP', 'VBD', 'CD', 'TO', 'NN', 'NN', 'NN', 'VBG', 'PRP', 'CD', 'IN', 'NN', 'IN', 'NN', 'NN', 'VBZ', 'RB', 'JJ', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@jonronson', 'But', 'a', 'mess', 'on', 'one', 'day', 'may', 'not', 'a', 'mess', 'eternally', 'be', '.']	['NN', 'CC', 'DT', 'NN', 'IN', 'CD', 'NN', 'MD', 'RB', 'DT', 'NN', 'RB', 'VB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@GiaAllemand', 'soon', ',', 'as', 'long', 'as', '@chrislambton13', 'peels', 'himself', 'away', 'from', 'the', 'duckies', ',', 'and', 'get', 'on', 'his', 'way', '.', 'but', 'we', 'want', 'more', 'pics', 'dont', 'we', '?']	['NN', 'RB', ',', 'RB', 'RB', 'IN', 'JJ', 'NNS', 'PRP', 'RB', 'IN', 'DT', 'NNS', ',', 'CC', 'VB', 'IN', 'PRP$', 'NN', '.', 'CC', 'PRP', 'VBP', 'JJR', 'NNS', 'IN', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Have', 'a', 'practice', 'session', '@Cromwell', 'Field', 'today', 'at', '6pm', '.', 'Hope', 'i', 'shine', 'well', 'and', 'start', 'the', 'next', 'game', '.', ':)']	['VB', 'DT', 'NN', 'NN', 'NNP', 'NNP', 'NN', 'IN', 'CD', '.', 'NN', 'NN', 'VBP', 'RB', 'CC', 'VB', 'DT', 'JJ', 'NN', '.', 'VB']	['O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#yesterday']	['NN']	['O']
['ugh', 'so', 'this', 'chick', 'onFB', 'jus', 'wrote', 'this', 'long', 'status', 'cussin', 'me', 'out', ',', 'but', 'im', 'not', 'even', 'gonna', 'stoop', 'to', 'her', 'leve', 'but', 'i', 'wanna', 'bomb', 'her', 'ass', 'out', 'so', 'bad']	['RB', 'RB', 'DT', 'NN', 'VBZ', 'JJ', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'PRP', 'IN', ',', 'CC', 'VBZ', 'RB', 'RB', 'VB', 'NN', 'TO', 'PRP$', 'NN', 'CC', 'JJ', 'NN', 'NN', 'PRP$', 'NN', 'IN', 'RB', 'JJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['It', ""'s"", '5pm', 'on', 'Friday', '!', 'Wish', 'you', 'guys', 'have', 'a', 'fabulous', 'evening', '!!!', 'And', 'have', 'a', 'wonderful', 'weekend', '&lt;', '3', '&lt;', '3', 'http://fb.me/xLeN7MAe']"	['PRP', 'VBZ', 'CD', 'IN', 'NNP', '.', 'NNP', 'PRP', 'VBP', 'VB', 'DT', 'JJ', 'NN', 'NN', 'CC', 'VBP', 'DT', 'JJ', 'NN', 'VBD', 'CD', 'JJ', 'CD', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['It', ""'s"", 'official', '.', 'Next', 'book', 'club', 'selection', 'is', '""', 'Not', 'a', 'Genuine', 'Black', 'Man', '""', 'by', '@BrianCopie', 'I', 'saw', 'the', 'show', 'a', 'few', 'years', 'ago', 'and', 'it', 'was', 'fantastic', '.']"	['PRP', 'VBZ', 'JJ', '.', 'JJ', 'NN', 'NN', 'NN', 'VBZ', 'JJ', 'RB', 'DT', 'JJ', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'PRP', 'VBD', 'DT', 'NN', 'DT', 'JJ', 'NNS', 'RB', 'CC', 'PRP', 'VBD', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['I', ""'m"", 'tired', 'after', 'school', 'today', '!']"	['PRP', 'VBP', 'JJ', 'IN', 'NN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@FirstLadyEve', 'have', 'a', 'dating', 'show', 'with', '@ogochocinco', 'evry', 'week', ""'ll"", 'compete', 'with', 'sum', 'hawt', 'dude', '2', 'keep', 'ur', 'intrest', 'like', '@willdemps', 'my$', 'on', 'will']"	['NNS', 'VBP', 'DT', 'NN', 'NN', 'IN', 'NNP', 'VBP', 'NN', 'MD', 'VB', 'IN', 'JJ', 'NNS', 'VBP', 'CD', 'JJ', 'JJ', 'NN', 'IN', 'NNP', 'NN', 'IN', 'MD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Greek', 'Festival', 'at', 'St', 'Johns', 'before', 'ASPEN']	['JJ', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP']	['O', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location']
"['RT', '@ajc', ':', 'Today', ""'s"", 'the', '102nd', 'birthday', 'of', 'the', 'American', 'Professional', 'Football', 'Association', '(', 'we', 'call', 'it', 'the', 'NFL)', '.', 'First', 'draft', 'choice', ':', 'Brett', 'Favre', '.']"	['NNP', 'NN', ':', 'NN', 'POS', 'DT', 'CD', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'PRP', 'VBP', 'PRP', 'DT', 'NNP', '.', 'NNP', 'NN', 'NN', ':', 'NNP', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']
['So', 'far', 'this', 'day', 'xxx', ';', 't', 'gone', 'to', 'well', ',', 'hopefully', 'my', 'night', 'will', 'be', 'better', '!']	['RB', 'RB', 'DT', 'NN', 'VBZ', ':', 'VB', 'VBN', 'TO', 'RB', ',', 'RB', 'PRP$', 'NN', 'MD', 'VB', 'JJR', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@SoccerByIves', 'Let', ""'s"", 'hope', 'the', 'Serie', 'A', 'continues', 'to', 'be', 'on', 'the', 'tv', 'schedule', 'next', 'week', '.', 'This', 'strike', 'has', 'fans', 'of', 'Calcio', 'worried', '....']"	['NNS', 'NNP', 'POS', 'VB', 'DT', 'NNP', 'NNP', 'VBZ', 'TO', 'VB', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', '.', 'DT', 'NN', 'VBZ', 'NNS', 'IN', 'NNP', 'VBD', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']
"['@SweetBee_90', 'what', ""'s"", 'the', 'look', 'for', 'tonight', '?']"	['VB', 'WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['going', 'now', 'guiseeeee', '...', 'if', 'i', 'dont', 'see', 'you', 'through', 'the', 'week', 'ill', 'see', 'you', 'through', 'the', 'window', ':)', ':)']	['VBG', 'RB', 'VBP', ':', 'IN', 'JJ', 'VBP', 'VBP', 'PRP', 'IN', 'DT', 'NN', 'NN', 'VBP', 'PRP', 'IN', 'DT', 'NN', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Beautiful', 'day', 'in', 'Chicago', '!', 'Nice', 'to', 'get', 'away', 'from', 'the', 'Florida', 'heat', '.']	['JJ', 'NN', 'IN', 'NNP', '.', 'NNP', 'TO', 'VB', 'RB', 'IN', 'DT', 'NNP', 'NN', '.']	['O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']
"['College', 'Student', '-', 'Trusty', 'House', 'and', 'Pet', 'Sitter', '(', 'Barefoot', 'Student)', ':', 'I', ""'m"", 'a', '22', 'year', 'old', 'first', 'year', 'graduate', 'student', 'at', '...', 'http://bit.ly/cDYeqQ']"	['NNP', 'NNP', ':', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', '(', 'NNP', 'NNP', ':', 'PRP', 'VBP', 'DT', 'CD', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'IN', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@alealshinn', '@BambingBling', '~~~', '@sunchips', 'this', 'is', 'the', 'second', 'time', 'they', 'have', 'messed', 'up', '....', 'about', 'to', 'give', 'up', 'on', 'them']	['NN', 'VBG', 'JJ', 'NNS', 'DT', 'VBZ', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'VBN', 'RP', 'JJ', 'IN', 'TO', 'VB', 'RP', 'IN', 'PRP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Love', 'how', 'I', 'ca', ""n't"", 'wear', 'my', 'shorts', 'to', 'the', 'party', 'tonight', ',', 'so', 'I', 'have', 'to', 'wear', 'sweat', 'pants', 'over', 'them', 'and', 'change', 'when', 'I', 'get', 'there', '.', 'SmackMyHead', '.']"	['VB', 'WRB', 'PRP', 'MD', 'RB', 'VB', 'PRP$', 'NNS', 'TO', 'DT', 'NN', 'NN', ',', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'PRP', 'CC', 'VB', 'WRB', 'PRP', 'VBP', 'RB', '.', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Aggressive', 'Kids', 'With', 'ADHD', 'May', 'Not', 'Need', 'Antipsychotic', 'Meds', 'http://t.co/JfGm0uH']	['JJ', 'NNP', 'IN', 'NNP', 'NNP', 'RB', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['Oh', 'lord', 'here', 'we', 'go', 'again', 'Paranormal', 'Activity', '2', 'http://j.mp/ascgZr', 'I', ""'m"", 'not', 'requesting', 'it', 'in', 'my', 'area', 'this', 'time', '.', 'Are', 'you', '?']"	['UH', 'NN', 'RB', 'PRP', 'VBP', 'RB', 'NNP', 'NNP', 'CD', 'NN', 'PRP', 'VBP', 'RB', 'VBG', 'PRP', 'IN', 'PRP$', 'NN', 'DT', 'NN', '.', 'VBP', 'PRP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['RT', '@HippoArmy', ':', 'Thousands', 'of', 'angry', 'masturbators', 'marched', 'against', 'Christine', ""O'Donnell"", 'today', 'http://bit.ly/9nTWQw', 'Seriously', '.']"	['JJ', 'NN', ':', 'NNS', 'IN', 'JJ', 'NNS', 'VBD', 'IN', 'NNP', 'NNP', 'NN', 'VBD', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O']
['Man', 'gets', '20', 'years', 'in', 'murder', 'plot', 'against', 'judge', 'http://bit.ly/agB9iL']	['NNP', 'VBZ', 'CD', 'NNS', 'IN', 'NN', 'NN', 'IN', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@godsgirl8494', 'can', 'u', 'please', 'follow', 'me', '?', 'you', 'will', 'make', 'my', 'day', '&lt;', '3', '8']	['NN', 'MD', 'VB', 'VB', 'VB', 'PRP', '.', 'PRP', 'MD', 'VB', 'PRP$', 'NN', 'VBD', 'CD', 'CD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@joejonas', '@nickjonas', '@kevinjonas', '@papajonas', '@greggarbo', '@johnlloydtaylor', 'Rock', 'to', 'SECTION', '204', 'tonight', '!!!!']	['NNS', 'VBP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'TO', 'VB', 'CD', 'NN', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['in', 'tthe', 'Car', ':/', 'Today', 'wasz', 'Fun', 'cusz', 'anna', 'Came', 'juss', 'for', 'me', '&lt;', '3(', ':', 'hahaha']	['IN', 'JJ', 'NNP', 'NN', 'NNP', 'VBP', 'NNP', 'NN', 'NN', 'NNP', 'NN', 'IN', 'PRP', 'JJ', 'CD', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['man', 'my', 'twin', 'wanna', 'act', 'fake', 'today', 'but', 'its', 'okay', 'bcuz', 'i', 'still', 'love', 'you']	['NN', 'PRP$', 'JJ', 'NN', 'NN', 'VBP', 'NN', 'CC', 'PRP$', 'JJ', 'NN', 'NN', 'RB', 'VB', 'PRP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Tryna', 'Get', 'Into', 'Something', 'Tonight']	['NNP', 'NNP', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O']
['RT', '@LilTwist', ':', 'RT', 'this', 'if', 'you', 'want', 'me', 'to', 'go', 'back', 'live', 'on', 'Ustream', 'later', 'tonight']	['JJ', 'NN', ':', 'VB', 'DT', 'IN', 'PRP', 'VBP', 'PRP', 'TO', 'VB', 'RB', 'JJ', 'IN', 'NNP', 'RB', 'VBD']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O']
"['Bestfriend', 'HouseTonight', 'Til', 'Sunday', 'Route', '66', 'Tomarrow', 'Wit', 'The', 'Cuhzans', ',', 'Bestfriend&lt;Ride', 'Or', 'Die', '.', 'Fuxx', 'Widd', 'IHT', ""MODEL'$$"", 'Repp', ':)']"	['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'CD', 'NNP', 'NNP', 'DT', 'NNPS', ',', 'NNP', 'NNP', 'NNP', '.', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Good', 'day', 'looking', 'for', 'software', 'n', 'usb', 'drivers', 'http://f.ast.ly/DfxRf']	['JJ', 'NN', 'VBG', 'IN', 'NN', 'JJ', 'JJ', 'NNS', 'VBP']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['VIDEO', ':', 'Showbiz', 'Tonight', '-', 'Is', 'TV', 'Too', 'Gay', '?:', 'http://bit.ly/aAZMD6']	['NN', ':', 'NNP', 'NNP', ':', 'VBZ', 'NNP', 'NNP', 'NNP', 'NNP', 'NN']	['O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['[', 'GigaOM', ']', 'DRM', 'FAIL', ':', 'Five', 'Broken', 'Copy', 'Protection', 'Schemes', ':', 'This', 'week', ',', 'we', 'learned', 'that', 'the', 'HDCP', 'copy', 'protection', 'scheme', '...', 'http://bit.ly/blWf0e']	['JJ', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'CD', 'NNP', 'NNP', 'NNP', 'NNP', ':', 'DT', 'NN', ',', 'PRP', 'VBD', 'IN', 'DT', 'NNP', 'NN', 'NN', 'NN', ':', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Jessica_Chobot', 'did', 'you', 'see', 'the', 'yakuza', 'vs', 'zombies', '....', 'smh', 'but', 'cool', 'at', 'the', 'same', 'time']	['NN', 'VBD', 'PRP', 'VB', 'DT', 'NN', 'NN', 'NNS', 'VBP', 'NN', 'CC', 'NN', 'IN', 'DT', 'JJ', 'NN']	['B-person', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@Syniq', 'yeah', ',', 'after', 'a', 'long', 'week', ',', 'I', 'think', 'we', 'need', 'an', 'early', 'night', ',', 'so', 'are', 'heading', 'to', 'bed', 'shortly', '.', ""We'll"", 'pop', 'over', 'tomorrow', 'afternoon', 'tho', ""'""]"	"['NN', 'NN', ',', 'IN', 'DT', 'JJ', 'NN', ',', 'PRP', 'VBP', 'PRP', 'VBP', 'DT', 'JJ', 'NN', ',', 'RB', 'VBP', 'VBG', 'TO', 'VBN', 'RB', '.', 'NNP', 'NN', 'IN', 'NN', 'NN', 'NN', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['twenty-four', 'days', 'for', 'Costa', 'do', 'Sauipe', '*-*']	['JJ', 'NNS', 'IN', 'NNP', 'VBP', 'NNP', 'NN']	['O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O']
['@italylogue', 'Was', 'it', 'you', 'who', 'sent', 'out', 'the', 'Ginger', 'Peach', 'jam', 'recipe', '?', 'Making', 'some', 'tonight', 'w', 'our', 'fab', '#Colorado', 'Palisades', 'peaches', '.', 'Mmmm', '....']	['NN', 'VBD', 'PRP', 'PRP', 'WP', 'VBD', 'RP', 'DT', 'NNP', 'NNP', 'NN', 'NN', '.', 'VBG', 'DT', 'NN', 'VB', 'PRP$', 'NN', 'NNP', 'NNP', 'NNS', '.', 'NNP', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
